 ID, Account ID, Employee ID, Title, Description, Due Date, Status, Priority, Type, Completed At, Created At
556304960,1814784768,519770588,Send product update announcement,Send meeting summary and action items,2025-01-25 23:00:35.139463 UTC,In Progress,High,Email,,2024-12-17 23:00:35.139463 UTC
1711486219,1814784768,895334175,Schedule quarterly review call,Review recent support tickets and resolution,2025-01-30 23:00:35.14153 UTC,Completed,High,Call,2025-01-24 23:00:35.14153 UTC,2024-12-02 23:00:35.14153 UTC
2031865764,1814784768,126591564,Check implementation progress,Follow up on previous discussion points,2025-02-03 23:00:35.141702 UTC,In Progress,Low,Follow-up,,2024-12-11 23:00:35.141702 UTC
1532396956,1814784768,742365891,Contract renewal meeting,Discuss expansion opportunities,2025-02-05 23:00:35.141856 UTC,Not Started,Medium,Meeting,,2025-01-14 23:00:35.141856 UTC
1486174547,1814784768,2138075717,Coordinate training session,Share documentation on new features,2025-01-27 23:00:35.142 UTC,Not Started,Low,Email,,2024-12-03 23:00:35.142 UTC
559241283,1814784768,943289491,Send product update announcement,Share documentation on new features,2025-02-08 23:00:35.142146 UTC,In Progress,Medium,Email,,2025-01-09 23:00:35.142146 UTC
894178736,1814784768,517880878,Technical architecture review,Discuss expansion opportunities,2025-02-22 23:00:35.142315 UTC,Not Started,Medium,Meeting,,2024-12-27 23:00:35.142315 UTC
1171221489,1814784768,126591564,Send product update announcement,Send meeting summary and action items,2025-02-07 23:00:35.146777 UTC,Not Started,High,Email,,2024-12-12 23:00:35.146777 UTC
507659211,1814784768,374742912,Check implementation progress,Follow up on previous discussion points,2025-02-19 23:00:35.14698 UTC,Not Started,High,Follow-up,,2024-12-14 23:00:35.14698 UTC
77875762,1814784768,81801061,Check implementation progress,Follow up on previous discussion points,2025-02-12 23:00:35.14715 UTC,In Progress,Medium,Follow-up,,2025-01-04 23:00:35.14715 UTC
1915223412,1814784768,1398229709,Renewal discussion call,Present new features and gather feedback,2025-02-23 23:00:35.147316 UTC,Not Started,Medium,Call,,2024-12-17 23:00:35.147316 UTC
1641972489,769878675,81801061,Share case study materials,Share documentation on new features,2025-02-11 23:00:35.181583 UTC,Completed,Low,Email,2025-01-28 23:00:35.181583 UTC,2024-12-12 23:00:35.181583 UTC
944008320,769878675,81801061,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-16 23:00:35.181752 UTC,Completed,Low,Call,2025-02-16 23:00:35.181752 UTC,2024-12-25 23:00:35.181752 UTC
502344324,769878675,1507141089,Validate contract details,Follow up on previous discussion points,2025-02-18 23:00:35.181981 UTC,Not Started,Medium,Contract Review,,2025-01-12 23:00:35.181981 UTC
431604918,769878675,1507141089,Follow up on technical issues,Discuss current usage patterns and future needs,2025-02-14 23:00:35.182159 UTC,Completed,Medium,Call,2025-02-04 23:00:35.182159 UTC,2025-01-04 23:00:35.182159 UTC
1113751049,769878675,951775129,Validate contract details,Follow up on previous discussion points,2025-02-20 23:00:35.182334 UTC,Completed,Low,Contract Review,2025-02-11 23:00:35.182334 UTC,2025-01-21 23:00:35.182334 UTC
1103313643,769878675,1398229709,Share case study materials,Share documentation on new features,2025-01-30 23:00:35.18254 UTC,In Progress,Medium,Email,,2025-01-22 23:00:35.18254 UTC
1050168456,769878675,122346013,Share case study materials,Send meeting summary and action items,2025-02-04 23:00:35.186 UTC,Not Started,High,Email,,2024-11-30 23:00:35.186 UTC
1163944533,769878675,1997519883,Renewal discussion call,Present new features and gather feedback,2025-02-21 23:00:35.186156 UTC,Completed,Medium,Call,2025-02-11 23:00:35.186156 UTC,2025-01-05 23:00:35.186156 UTC
2004986120,769878675,1837155942,Technical architecture review,Review account health metrics,2025-02-22 23:00:35.18631 UTC,Completed,Low,Meeting,2025-01-28 23:00:35.18631 UTC,2024-12-22 23:00:35.18631 UTC
2009361249,769878675,517880878,Check implementation progress,Follow up on previous discussion points,2025-02-10 23:00:35.186474 UTC,In Progress,Low,Follow-up,,2024-12-21 23:00:35.186474 UTC
511587987,769878675,374742912,Update service agreement,Follow up on previous discussion points,2025-02-06 23:00:35.186627 UTC,Completed,Low,Contract Review,2025-01-29 23:00:35.186627 UTC,2024-12-29 23:00:35.186627 UTC
1065474606,769878675,81801061,Review renewal terms,Follow up on previous discussion points,2025-02-01 23:00:35.186789 UTC,Deferred,Low,Contract Review,,2024-12-11 23:00:35.186789 UTC
1927046034,769878675,519770588,Follow up on technical issues,Present new features and gather feedback,2025-02-20 23:00:35.189043 UTC,Completed,High,Call,2025-02-16 23:00:35.189043 UTC,2024-12-05 23:00:35.189043 UTC
1245734895,769878675,742365891,Technical architecture review,Discuss expansion opportunities,2025-02-15 23:00:35.189208 UTC,Completed,Medium,Meeting,2025-01-24 23:00:35.189208 UTC,2025-01-01 23:00:35.189208 UTC
1652131639,769878675,1398229709,Quarterly business review,Review account health metrics,2025-01-31 23:00:35.189357 UTC,Not Started,Medium,Meeting,,2024-12-20 23:00:35.189357 UTC
1526258152,769878675,742365891,Send product update announcement,Share documentation on new features,2025-02-17 23:00:35.189505 UTC,Completed,High,Email,2025-02-07 23:00:35.189505 UTC,2025-01-07 23:00:35.189505 UTC
2117449586,769878675,374742912,Coordinate training session,Send meeting summary and action items,2025-02-22 23:00:35.189652 UTC,In Progress,Medium,Email,,2025-01-23 23:00:35.189652 UTC
319425169,769878675,1816148921,Send product update announcement,Provide updates on implementation timeline,2025-02-05 23:00:35.192971 UTC,In Progress,Medium,Email,,2024-12-07 23:00:35.192971 UTC
252157303,769878675,374742912,Coordinate training session,Provide updates on implementation timeline,2025-02-17 23:00:35.193144 UTC,In Progress,Medium,Email,,2025-01-12 23:00:35.193144 UTC
1578275045,769878675,289350603,Send product update announcement,Send meeting summary and action items,2025-02-05 23:00:35.19329 UTC,Completed,High,Email,2025-01-26 23:00:35.19329 UTC,2025-01-12 23:00:35.19329 UTC
1917931786,769878675,519770588,Quarterly business review,Plan next quarter objectives,2025-02-22 23:00:35.196219 UTC,Completed,Medium,Meeting,2025-01-25 23:00:35.196219 UTC,2025-01-09 23:00:35.196219 UTC
906943040,769878675,1837155942,Share case study materials,Provide updates on implementation timeline,2025-02-08 23:00:35.19638 UTC,In Progress,Low,Email,,2024-12-15 23:00:35.19638 UTC
1643568936,769878675,519770588,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-16 23:00:35.196526 UTC,Not Started,Low,Call,,2025-01-05 23:00:35.196526 UTC
1963725573,1142032887,1398229709,Schedule quarterly review call,Present new features and gather feedback,2025-02-04 23:00:35.232502 UTC,Completed,Low,Call,2025-02-01 23:00:35.232502 UTC,2024-12-02 23:00:35.232502 UTC
1602877572,1142032887,895334175,Review renewal terms,Follow up on previous discussion points,2025-01-28 23:00:35.232686 UTC,Not Started,Low,Contract Review,,2024-12-29 23:00:35.232686 UTC
1868855566,1142032887,1029413620,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-20 23:00:35.232863 UTC,In Progress,Low,Call,,2024-12-16 23:00:35.232863 UTC
1669485557,1142032887,122346013,Schedule quarterly review call,Present new features and gather feedback,2025-02-23 23:00:35.233028 UTC,In Progress,High,Call,,2025-01-18 23:00:35.233028 UTC
694993141,1142032887,895334175,Review feature requests,Follow up on previous discussion points,2025-01-29 23:00:35.23632 UTC,In Progress,Medium,Follow-up,,2024-12-20 23:00:35.23632 UTC
1530466332,1142032887,1816148921,Send product update announcement,Provide updates on implementation timeline,2025-02-14 23:00:35.236503 UTC,Completed,High,Email,2025-01-29 23:00:35.236503 UTC,2024-12-07 23:00:35.236503 UTC
143874852,1142032887,951775129,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-23 23:00:35.236668 UTC,Not Started,Medium,Call,,2025-01-19 23:00:35.236668 UTC
911316546,1142032887,126591564,Validate contract details,Follow up on previous discussion points,2025-02-09 23:00:35.236826 UTC,In Progress,High,Contract Review,,2024-12-06 23:00:35.236826 UTC
1444500558,1142032887,1157138452,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-01-25 23:00:35.237071 UTC,Not Started,High,Call,,2024-12-11 23:00:35.237071 UTC
1774145675,1142032887,517880878,Coordinate training session,Send meeting summary and action items,2025-02-09 23:00:35.237279 UTC,Completed,High,Email,2025-02-04 23:00:35.237279 UTC,2025-01-20 23:00:35.237279 UTC
1366200519,1142032887,289350603,Follow up on technical issues,Review recent support tickets and resolution,2025-02-02 23:00:35.237496 UTC,Not Started,Medium,Call,,2024-12-04 23:00:35.237496 UTC
860124,1142032887,289350603,Share case study materials,Provide updates on implementation timeline,2025-02-22 23:00:35.239494 UTC,In Progress,Medium,Email,,2025-01-06 23:00:35.239494 UTC
1011462896,1142032887,1837155942,Contract renewal meeting,Plan next quarter objectives,2025-01-29 23:00:35.23965 UTC,Completed,High,Meeting,2025-01-29 23:00:35.23965 UTC,2025-01-03 23:00:35.23965 UTC
1710793724,1142032887,1029413620,Send product update announcement,Send meeting summary and action items,2025-02-15 23:00:35.239801 UTC,Not Started,Medium,Email,,2025-01-12 23:00:35.239801 UTC
241277469,1142032887,1439420165,Send product update announcement,Share documentation on new features,2025-02-19 23:00:35.239955 UTC,In Progress,Low,Email,,2025-01-08 23:00:35.239955 UTC
1902070099,1142032887,943289491,Renewal discussion call,Present new features and gather feedback,2025-02-04 23:00:35.240105 UTC,Not Started,Medium,Call,,2025-01-19 23:00:35.240105 UTC
2074937646,1142032887,1608037409,Schedule quarterly review call,Review recent support tickets and resolution,2025-02-16 23:00:35.240248 UTC,Not Started,Low,Call,,2025-01-10 23:00:35.240248 UTC
159663376,1142032887,1608037409,Contract renewal meeting,Plan next quarter objectives,2025-02-17 23:00:35.2404 UTC,Completed,Medium,Meeting,2025-02-14 23:00:35.2404 UTC,2024-12-29 23:00:35.2404 UTC
67781458,1142032887,1837155942,Coordinate training session,Provide updates on implementation timeline,2025-01-25 23:00:35.242207 UTC,Not Started,Medium,Email,,2024-12-16 23:00:35.242207 UTC
1878526605,1142032887,81801061,Follow up on technical issues,Review recent support tickets and resolution,2025-01-27 23:00:35.242391 UTC,In Progress,Medium,Call,,2025-01-07 23:00:35.242391 UTC
2073515555,1142032887,519770588,Follow up on technical issues,Discuss current usage patterns and future needs,2025-01-26 23:00:35.242554 UTC,Not Started,Low,Call,,2024-12-07 23:00:35.242554 UTC
244223243,1142032887,126591564,Coordinate training session,Send meeting summary and action items,2025-02-13 23:00:35.242709 UTC,Completed,High,Email,2025-02-04 23:00:35.242709 UTC,2024-12-22 23:00:35.242709 UTC
654068813,1142032887,1826904509,Share case study materials,Send meeting summary and action items,2025-01-25 23:00:35.247057 UTC,In Progress,Medium,Email,,2024-11-30 23:00:35.247057 UTC
1633337432,1142032887,1608037409,Renewal discussion call,Review recent support tickets and resolution,2025-01-30 23:00:35.247274 UTC,In Progress,Medium,Call,,2025-01-12 23:00:35.247274 UTC
1965578852,1142032887,1180861141,Validate contract details,Follow up on previous discussion points,2025-02-11 23:00:35.24744 UTC,Completed,Low,Contract Review,2025-01-26 23:00:35.24744 UTC,2024-12-05 23:00:35.24744 UTC
2032556381,1142032887,289350603,Update service agreement,Follow up on previous discussion points,2025-02-01 23:00:35.250673 UTC,Completed,Low,Contract Review,2025-01-27 23:00:35.250673 UTC,2024-12-04 23:00:35.250673 UTC
1521008873,1142032887,517880878,Renewal discussion call,Discuss current usage patterns and future needs,2025-02-02 23:00:35.25086 UTC,Not Started,High,Call,,2024-11-29 23:00:35.25086 UTC
563525227,1142032887,517880878,Coordinate training session,Share documentation on new features,2025-01-25 23:00:35.25102 UTC,In Progress,Medium,Email,,2024-11-26 23:00:35.25102 UTC
1411311749,1142032887,374742912,Follow up on technical issues,Discuss current usage patterns and future needs,2025-01-29 23:00:35.251172 UTC,Completed,Medium,Call,2025-01-26 23:00:35.251172 UTC,2024-12-21 23:00:35.251172 UTC
1755108449,1142032887,1050508733,Renewal discussion call,Present new features and gather feedback,2025-02-15 23:00:35.255209 UTC,Completed,Low,Call,2025-01-31 23:00:35.255209 UTC,2024-12-05 23:00:35.255209 UTC
2104863681,1142032887,943289491,Update service agreement,Follow up on previous discussion points,2025-02-15 23:00:35.255387 UTC,Completed,Medium,Contract Review,2025-02-11 23:00:35.255387 UTC,2024-12-15 23:00:35.255387 UTC
1865851353,1142032887,1608037409,Share case study materials,Provide updates on implementation timeline,2025-02-09 23:00:35.255574 UTC,In Progress,Low,Email,,2024-12-19 23:00:35.255574 UTC
1471014085,1142032887,1029413620,Send product update announcement,Share documentation on new features,2025-02-03 23:00:35.255724 UTC,Completed,Medium,Email,2025-02-03 23:00:35.255724 UTC,2024-12-27 23:00:35.255724 UTC
809001077,1142032887,1507141089,Coordinate training session,Send meeting summary and action items,2025-02-02 23:00:35.255915 UTC,Not Started,High,Email,,2025-01-01 23:00:35.255915 UTC
1878230184,1142032887,1816148921,Technical architecture review,Plan next quarter objectives,2025-02-15 23:00:35.256088 UTC,Deferred,Medium,Meeting,,2024-12-06 23:00:35.256088 UTC
1423071756,1142032887,951775129,Coordinate training session,Send meeting summary and action items,2025-02-04 23:00:35.259411 UTC,Not Started,High,Email,,2024-12-25 23:00:35.259411 UTC
1019051130,1142032887,951775129,Send product update announcement,Provide updates on implementation timeline,2025-01-30 23:00:35.25962 UTC,Deferred,Low,Email,,2024-12-17 23:00:35.25962 UTC
1285921022,1142032887,951775129,Follow up on open issues,Follow up on previous discussion points,2025-02-19 23:00:35.259809 UTC,Not Started,High,Follow-up,,2024-12-24 23:00:35.259809 UTC
141751212,1142032887,643793315,Renewal discussion call,Review recent support tickets and resolution,2025-01-26 23:00:35.259964 UTC,In Progress,Medium,Call,,2024-12-04 23:00:35.259964 UTC
183320913,1142032887,519770588,Review feature requests,Follow up on previous discussion points,2025-02-18 23:00:35.260129 UTC,Not Started,Low,Follow-up,,2025-01-16 23:00:35.260129 UTC
1998555640,1142032887,1224300936,Technical architecture review,Discuss expansion opportunities,2025-02-21 23:00:35.260272 UTC,Completed,High,Meeting,2025-02-15 23:00:35.260272 UTC,2024-12-07 23:00:35.260272 UTC
1681935509,1142032887,519770588,Update service agreement,Follow up on previous discussion points,2025-02-16 23:00:35.260437 UTC,In Progress,Low,Contract Review,,2025-01-02 23:00:35.260437 UTC
1839179578,1344902161,126591564,Share case study materials,Send meeting summary and action items,2025-02-03 23:00:35.284738 UTC,Completed,High,Email,2025-01-27 23:00:35.284738 UTC,2024-11-27 23:00:35.284738 UTC
102896116,1344902161,289350603,Review feature requests,Follow up on previous discussion points,2025-02-05 23:00:35.284909 UTC,Completed,Medium,Follow-up,2025-02-05 23:00:35.284909 UTC,2024-12-13 23:00:35.284909 UTC
1248583406,1344902161,2138075717,Renewal discussion call,Present new features and gather feedback,2025-02-20 23:00:35.285074 UTC,Completed,Low,Call,2025-02-13 23:00:35.285074 UTC,2025-01-16 23:00:35.285074 UTC
1741919130,1344902161,1398229709,Review renewal terms,Follow up on previous discussion points,2025-02-22 23:00:35.287481 UTC,Not Started,Medium,Contract Review,,2024-12-24 23:00:35.287481 UTC
822711508,1344902161,1826904509,Contract renewal meeting,Discuss expansion opportunities,2025-02-07 23:00:35.287647 UTC,Completed,Low,Meeting,2025-02-06 23:00:35.287647 UTC,2024-12-26 23:00:35.287647 UTC
1945161112,1344902161,1157138452,Send product update announcement,Share documentation on new features,2025-02-19 23:00:35.287803 UTC,In Progress,High,Email,,2025-01-17 23:00:35.287803 UTC
969331558,1344902161,126591564,Contract renewal meeting,Plan next quarter objectives,2025-01-28 23:00:35.287958 UTC,Not Started,Medium,Meeting,,2025-01-22 23:00:35.287958 UTC
753342953,1344902161,943289491,Coordinate training session,Send meeting summary and action items,2025-01-31 23:00:35.288105 UTC,Not Started,High,Email,,2024-12-31 23:00:35.288105 UTC
834881687,1344902161,126591564,Renewal discussion call,Review recent support tickets and resolution,2025-01-30 23:00:35.288252 UTC,In Progress,Medium,Call,,2024-12-23 23:00:35.288252 UTC
1511560821,1344902161,1837155942,Update service agreement,Follow up on previous discussion points,2025-02-20 23:00:35.288411 UTC,Not Started,Low,Contract Review,,2024-12-07 23:00:35.288411 UTC
949824493,1344902161,943289491,Coordinate training session,Provide updates on implementation timeline,2025-01-26 23:00:35.290837 UTC,Completed,Low,Email,2025-01-26 23:00:35.290837 UTC,2025-01-05 23:00:35.290837 UTC
195781144,1344902161,951775129,Follow up on technical issues,Present new features and gather feedback,2025-01-25 23:00:35.290995 UTC,Completed,Medium,Call,2025-01-25 23:00:35.290995 UTC,2024-12-17 23:00:35.290995 UTC
917576801,1344902161,895334175,Coordinate training session,Send meeting summary and action items,2025-02-01 23:00:35.291149 UTC,Not Started,Low,Email,,2024-12-18 23:00:35.291149 UTC
590687812,1344902161,742365891,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-03 23:00:35.291305 UTC,Not Started,Medium,Call,,2024-12-15 23:00:35.291305 UTC
97585381,1344902161,122346013,Contract renewal meeting,Review account health metrics,2025-02-08 23:00:35.291459 UTC,Not Started,Low,Meeting,,2024-12-14 23:00:35.291459 UTC
1096416528,1344902161,840859815,Update service agreement,Follow up on previous discussion points,2025-02-13 23:00:35.291599 UTC,Not Started,Low,Contract Review,,2024-11-26 23:00:35.291599 UTC
1251824538,1344902161,1826904509,Schedule quarterly review call,Present new features and gather feedback,2025-02-17 23:00:35.291747 UTC,Deferred,Medium,Call,,2025-01-03 23:00:35.291747 UTC
1460824549,1344902161,742365891,Schedule quarterly review call,Discuss current usage patterns and future needs,2025-02-18 23:00:35.294166 UTC,Not Started,Medium,Call,,2024-11-29 23:00:35.294166 UTC
1868539042,1344902161,374742912,Send product update announcement,Share documentation on new features,2025-02-19 23:00:35.29433 UTC,Not Started,Medium,Email,,2024-12-27 23:00:35.29433 UTC
1871404911,1344902161,643793315,Update service agreement,Follow up on previous discussion points,2025-02-11 23:00:35.294479 UTC,Completed,High,Contract Review,2025-01-29 23:00:35.294479 UTC,2024-11-26 23:00:35.294479 UTC
542754059,1344902161,1816148921,Coordinate training session,Share documentation on new features,2025-02-17 23:00:35.294626 UTC,Deferred,Medium,Email,,2024-12-13 23:00:35.294626 UTC
650503669,1344902161,1029413620,Check implementation progress,Follow up on previous discussion points,2025-02-05 23:00:35.297033 UTC,Deferred,Low,Follow-up,,2025-01-18 23:00:35.297033 UTC
776269030,1344902161,126591564,Follow up on technical issues,Discuss current usage patterns and future needs,2025-02-14 23:00:35.297194 UTC,In Progress,Low,Call,,2025-01-03 23:00:35.297194 UTC
1794772967,1344902161,1050508733,Review renewal terms,Follow up on previous discussion points,2025-02-15 23:00:35.297371 UTC,Not Started,Low,Contract Review,,2025-01-09 23:00:35.297371 UTC
1644321508,1344902161,1050508733,Contract renewal meeting,Review account health metrics,2025-02-21 23:00:35.297515 UTC,Not Started,Medium,Meeting,,2024-12-29 23:00:35.297515 UTC
1678449382,1344902161,1224300936,Review renewal terms,Follow up on previous discussion points,2025-02-16 23:00:35.297661 UTC,Not Started,Low,Contract Review,,2024-11-27 23:00:35.297661 UTC
1485632760,1344902161,1224300936,Renewal discussion call,Discuss current usage patterns and future needs,2025-02-14 23:00:35.29781 UTC,Completed,Medium,Call,2025-02-06 23:00:35.29781 UTC,2024-12-05 23:00:35.29781 UTC
999698413,1344902161,1507141089,Technical architecture review,Plan next quarter objectives,2025-02-07 23:00:35.297965 UTC,Not Started,High,Meeting,,2024-11-28 23:00:35.297965 UTC
543177558,1344902161,1029413620,Renewal discussion call,Discuss current usage patterns and future needs,2025-01-28 23:00:35.301522 UTC,Not Started,Medium,Call,,2025-01-04 23:00:35.301522 UTC
637384307,1344902161,1398229709,Renewal discussion call,Discuss current usage patterns and future needs,2025-01-26 23:00:35.301691 UTC,Not Started,Low,Call,,2025-01-02 23:00:35.301691 UTC
855794985,1344902161,1050508733,Follow up on open issues,Follow up on previous discussion points,2025-02-01 23:00:35.301848 UTC,In Progress,Medium,Follow-up,,2025-01-02 23:00:35.301848 UTC
2036728435,1344902161,840859815,Coordinate training session,Provide updates on implementation timeline,2025-02-03 23:00:35.301999 UTC,In Progress,Medium,Email,,2025-01-05 23:00:35.301999 UTC
950540010,1344902161,840859815,Follow up on technical issues,Discuss current usage patterns and future needs,2025-01-27 23:00:35.302157 UTC,Completed,Medium,Call,2025-01-24 23:00:35.302157 UTC,2024-12-24 23:00:35.302157 UTC
65470328,1344902161,1050508733,Follow up on technical issues,Discuss current usage patterns and future needs,2025-02-10 23:00:35.30232 UTC,Not Started,Medium,Call,,2024-12-02 23:00:35.30232 UTC
887063954,1344902161,742365891,Coordinate training session,Send meeting summary and action items,2025-02-17 23:00:35.302476 UTC,In Progress,Medium,Email,,2024-12-30 23:00:35.302476 UTC
1722054930,1344902161,126591564,Send product update announcement,Share documentation on new features,2025-02-01 23:00:35.305604 UTC,Completed,Low,Email,2025-01-26 23:00:35.305604 UTC,2025-01-01 23:00:35.305604 UTC
573782779,1344902161,519770588,Technical architecture review,Plan next quarter objectives,2025-01-28 23:00:35.305778 UTC,Not Started,Medium,Meeting,,2025-01-23 23:00:35.305778 UTC
1372888361,1344902161,1608037409,Schedule quarterly review call,Present new features and gather feedback,2025-02-01 23:00:35.305924 UTC,In Progress,Low,Call,,2025-01-09 23:00:35.305924 UTC
46915158,1344902161,840859815,Renewal discussion call,Review recent support tickets and resolution,2025-02-01 23:00:35.306076 UTC,Completed,High,Call,2025-01-24 23:00:35.306076 UTC,2024-12-23 23:00:35.306076 UTC
733765503,1344902161,1997519883,Check implementation progress,Follow up on previous discussion points,2025-02-15 23:00:35.309584 UTC,In Progress,Low,Follow-up,,2025-01-16 23:00:35.309584 UTC
426703785,1344902161,1157138452,Coordinate training session,Share documentation on new features,2025-02-02 23:00:35.309748 UTC,Not Started,Low,Email,,2024-12-28 23:00:35.309748 UTC
2041824047,1344902161,1439420165,Validate contract details,Follow up on previous discussion points,2025-02-07 23:00:35.309906 UTC,In Progress,Low,Contract Review,,2024-12-19 23:00:35.309906 UTC
87386602,1344902161,519770588,Send product update announcement,Provide updates on implementation timeline,2025-02-23 23:00:35.310061 UTC,Not Started,Low,Email,,2025-01-23 23:00:35.310061 UTC
1984028326,1344902161,1826904509,Renewal discussion call,Review recent support tickets and resolution,2025-02-07 23:00:35.313201 UTC,Completed,High,Call,2025-01-28 23:00:35.313201 UTC,2024-12-05 23:00:35.313201 UTC
679093926,1344902161,1224300936,Send product update announcement,Provide updates on implementation timeline,2025-02-11 23:00:35.313402 UTC,Completed,Medium,Email,2025-02-09 23:00:35.313402 UTC,2025-01-15 23:00:35.313402 UTC
351397270,1344902161,1439420165,Review feature requests,Follow up on previous discussion points,2025-02-09 23:00:35.313571 UTC,Not Started,Low,Follow-up,,2025-01-10 23:00:35.313571 UTC
135497292,1344902161,1826904509,Renewal discussion call,Review recent support tickets and resolution,2025-02-12 23:00:35.313725 UTC,Deferred,Medium,Call,,2025-01-17 23:00:35.313725 UTC
